col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20
488,530,719,185,767,257,300,262,559,493,420,962,855,906,827,195,971,634,145,318
37,1,641,67,220,309,683,572,619,615,345,84,73,826,764,258,587,735,886,22
390,499,539,690,799,956,295,724,665,834,431,397,184,228,869,550,177,852,598,756
501,924,84,946,592,193,52,852,319,461,901,1,425,392,409,546,135,882,127,759
584,679,197,269,351,662,68,632,575,142,904,159,0,309,45,413,71,332,555,454
152,368,691,840,775,204,224,492,915,424,507,226,811,574,61,574,741,120,688,629
605,187,568,312,151,258,381,436,796,360,354,63,998,87,879,200,457,785,659,939
294,956,556,558,800,723,240,348,955,580,465,775,519,642,953,639,67,879,157,86
448,978,932,382,716,813,664,709,372,365,851,272,908,778,277,416,207,72,628,638
825,932,985,555,933,117,716,583,480,677,79,51,650,695,50,735,732,123,43,477
87,779,704,43,189,725,939,723,666,543,228,427,611,537,822,401,305,404,25,750
825,695,750,694,649,681,601,937,475,977,23,893,988,750,292,749,293,259,218,380
769,588,342,298,193,145,478,878,47,389,574,888,750,658,689,172,275,296,172,302
873,428,542,871,249,774,806,72,994,696,858,559,549,302,646,16,192,314,72,187
519,814,217,973,901,703,644,225,629,103,465,303,251,79,279,467,554,294,487,741
553,912,856,939,562,440,5,392,23,271,110,766,549,335,165,484,31,633,502,330
360,334,658,457,193,64,371,772,340,486,352,241,317,567,810,159,649,900,28,169
315,74,598,643,50,555,949,494,535,191,663,913,459,596,229,49,298,738,468,738
639,711,354,855,218,51,711,423,422,602,990,796,733,806,551,135,121,858,288,614
950,46,8,437,96,915,373,765,796,255,160,115,67,765,613,675,274,475,752,180
762,336,164,821,667,853,768,709,944,949,101,352,20,84,157,793,287,174,427,813
848,731,89,882,804,850,484,427,485,87,403,999,297,597,901,556,605,128,971,594
955,737,853,911,421,191,84,930,253,470,629,419,50,386,766,748,307,207,509,949
649,357,705,681,91,979,809,928,575,314,555,859,584,225,903,751,422,873,206,961
449,199,377,737,204,15,805,447,86,728,200,930,122,224,829,288,75,953,673,876
648,435,556,981,117,292,7,889,397,361,262,153,672,282,690,710,1,239,39,73
249,786,827,616,390,640,334,660,631,159,319,357,345,249,295,178,391,518,383,269
513,704,380,305,978,426,629,965,726,962,495,150,384,887,382,606,621,544,676,625
896,841,317,253,735,431,781,471,633,571,647,437,724,378,817,376,154,574,685,116
14,853,389,314,128,698,851,561,480,990,357,987,274,261,193,779,981,206,84,343
849,752,216,43,401,242,941,818,492,629,627,728,149,340,512,680,36,502,890,803
732,930,520,741,150,664,258,202,575,85,342,714,269,83,485,620,170,903,354,386
258,771,4,205,285,340,493,462,938,616,796,104,915,241,602,174,103,611,372,420
649,559,611,565,367,462,488,269,550,708,847,328,854,162,483,502,14,122,344,839
476,906,467,116,686,498,386,620,928,319,221,999,434,392,650,742,795,796,979,931
449,867,969,208,105,21,48,331,137,302,646,273,26,353,354,143,249,539,305,283
114,231,194,104,824,866,414,956,947,242,104,178,620,242,671,550,252,573,349,523
676,185,517,490,27,162,137,959,205,521,188,606,925,283,216,419,553,457,802,722
836,366,704,388,770,901,501,621,270,535,198,229,512,178,64,520,492,488,956,644
565,881,36,869,766,915,482,486,309,787,445,877,518,553,209,321,404,349,63,18
350,431,426,98,303,140,672,48,993,25,267,391,859,840,278,904,946,387,433,343
962,617,159,325,330,428,607,379,391,225,144,862,336,228,544,64,708,839,675,91
912,87,13,705,144,104,87,189,320,628,585,364,901,474,591,361,734,409,505,726
990,806,582,127,996,595,545,85,766,667,306,585,950,147,254,239,220,29,150,817
279,671,185,926,254,461,255,244,498,518,828,404,577,965,500,988,466,152,965,771
615,478,125,310,755,454,640,130,135,276,251,945,122,358,844,835,267,532,495,297
140,552,114,29,469,602,537,405,941,389,816,895,761,206,316,274,78,328,604,845
16,278,687,334,635,585,677,727,509,57,15,986,852,727,135,875,512,699,550,613
194,112,734,553,751,369,619,806,469,692,91,231,617,383,64,342,649,342,809,218
358,757,826,316,75,573,914,646,830,302,277,947,511,739,298,51,742,780,862,331
456,862,289,848,938,205,513,593,572,386,661,226,101,667,306,313,848,282,583,894
766,902,43,716,310,365,134,929,317,988,356,403,990,160,486,339,798,136,972,982
873,797,334,790,527,599,753,71,391,94,848,557,121,385,948,913,842,289,613,157
788,592,649,259,403,407,397,36,205,746,809,323,617,178,77,324,861,412,776,80
368,875,591,218,299,963,460,222,516,731,893,77,587,584,949,981,360,72,864,559
139,861,998,877,25,561,38,186,669,415,135,209,464,54,811,865,814,204,178,249
82,660,605,717,924,611,561,247,256,556,337,667,791,57,615,833,660,416,749,456
280,321,117,571,817,344,169,999,670,891,23,113,439,409,907,598,599,958,409,207
730,766,188,519,567,566,889,338,683,586,324,811,770,411,626,834,601,534,706,887
806,717,969,61,975,284,550,803,23,209,681,424,451,333,384,741,424,408,335,92
978,968,269,148,108,825,925,532,571,135,560,30,880,460,215,920,554,168,710,82
579,150,343,476,818,349,507,414,703,704,503,419,243,947,658,860,11,868,96,150
84,13,183,968,2,135,283,62,309,718,381,161,101,625,285,75,734,56,705,740
976,999,900,302,411,506,174,439,134,972,996,212,378,947,98,87,203,527,652,345
466,903,947,521,615,177,195,701,273,446,255,259,528,239,141,668,290,397,746,605
542,770,243,327,172,747,710,475,528,329,789,24,606,933,351,603,985,745,511,708
110,394,680,13,606,864,801,80,587,255,327,829,368,839,598,211,275,484,293,463
933,633,710,45,707,851,71,89,930,842,361,317,762,751,984,935,592,46,614,120
481,826,927,138,572,863,386,487,92,823,558,274,992,683,906,619,263,809,628,260
853,674,230,155,719,888,439,580,119,200,659,19,630,414,980,949,371,412,284,115
166,988,464,660,993,586,40,806,206,922,423,273,255,717,874,448,387,664,31,851
658,971,535,863,380,311,970,626,717,528,135,812,496,247,206,816,361,597,176,505
602,137,759,341,985,514,414,436,652,601,824,744,979,685,111,753,257,358,614,612
335,785,510,53,468,350,273,385,958,825,886,532,479,321,976,891,709,111,949,844
352,751,279,191,447,17,442,877,346,261,440,284,431,501,186,786,192,843,956,455
214,4,590,442,484,784,880,901,175,562,154,77,391,378,73,265,159,469,912,603
31,673,733,867,290,190,512,403,52,379,810,963,72,443,869,961,62,983,674,586
111,922,546,206,618,521,969,377,761,868,554,482,920,406,886,144,348,645,725,711
419,602,176,398,706,239,992,392,424,918,775,345,545,302,315,416,298,108,992,475
229,459,915,382,875,126,416,308,406,192,253,487,85,281,592,746,647,836,566,479
535,372,92,719,150,787,38,881,245,519,972,137,592,739,50,438,762,969,5,236
147,988,307,654,703,165,707,162,819,368,147,54,938,471,853,97,298,181,899,276
586,28,374,368,371,588,540,814,548,809,749,638,737,791,507,243,703,225,994,943
913,890,126,366,805,989,37,403,712,768,495,74,718,488,640,445,347,344,830,464
160,911,493,513,121,592,883,483,626,265,382,827,877,191,791,550,49,913,986,865
727,660,39,615,979,702,135,225,859,541,448,855,338,328,142,292,61,397,872,576
875,351,815,455,173,448,520,860,351,838,325,632,579,81,948,801,862,117,452,89
404,603,624,23,767,208,190,415,577,909,486,378,549,666,93,641,95,368,414,883
51,440,547,261,722,927,412,315,436,37,921,814,134,956,936,724,321,401,940,226
829,978,41,135,240,324,348,977,927,16,853,513,891,357,243,399,771,70,774,971
733,800,119,232,713,974,483,203,166,246,426,357,627,871,649,901,808,384,868,373
529,645,308,178,275,792,710,18,793,428,436,33,136,301,44,617,241,997,65,57
262,796,384,458,322,374,443,770,319,570,586,595,267,62,876,715,324,718,873,797
211,113,390,593,78,424,220,404,895,221,484,853,833,136,973,529,42,3,732,231
282,733,658,364,784,500,538,28,716,814,827,916,478,348,431,942,777,972,894,570
246,507,259,856,356,960,103,695,202,896,64,20,645,406,592,224,627,193,226,654
442,526,374,74,384,985,846,890,447,864,467,125,612,7,257,290,349,341,411,546
147,641,387,88,809,768,379,543,540,565,283,844,854,901,756,213,25,673,365,152
155,330,382,237,919,702,788,749,340,288,831,425,242,152,489,187,283,447,301,14
735,767,652,415,560,912,665,269,58,989,777,294,617,176,579,830,371,574,603,137
435,956,824,674,133,613,640,845,566,984,143,117,230,468,406,462,574,688,999,922
477,33,409,465,731,373,721,857,427,281,179,603,786,59,854,75,549,816,452,625
416,325,215,631,398,556,540,470,317,408,511,490,951,163,664,239,779,290,523,160
846,63,676,96,868,264,245,948,244,236,269,612,671,375,199,395,412,65,242,224
769,706,656,49,140,110,964,540,159,511,860,591,525,92,193,825,956,446,908,445
82,716,5,892,703,929,370,159,736,906,519,127,420,145,261,535,222,271,518,858
162,263,791,895,223,174,566,20,599,755,716,621,440,659,659,627,110,926,757,859
931,716,521,529,377,396,18,318,543,491,157,386,607,155,338,313,704,665,653,371
608,135,239,750,415,880,113,962,142,835,971,805,812,868,111,553,629,684,958,627
719,416,571,227,975,106,529,349,326,925,91,779,533,609,799,109,480,470,284,218
354,729,875,843,709,821,153,569,655,802,529,435,76,184,365,412,201,976,107,564
368,885,944,791,337,446,330,429,752,446,233,407,899,944,568,537,525,414,732,775
753,363,536,811,551,352,741,922,31,67,467,394,673,679,791,840,674,115,328,384
875,845,814,664,998,575,596,907,663,620,428,413,774,532,741,696,575,883,849,158
975,497,978,921,171,666,702,162,119,261,645,409,765,563,866,446,381,636,497,812
332,237,304,520,492,481,43,420,1,980,846,517,758,395,231,327,158,955,554,898
587,908,130,431,386,978,378,398,740,232,629,67,699,365,294,291,375,641,397,857
616,977,215,269,366,157,881,284,588,70,922,458,76,630,444,433,452,452,84,598
958,166,483,21,888,560,276,168,579,749,937,192,755,478,691,278,164,199,297,295
857,887,345,609,359,790,442,733,118,247,766,337,209,884,25,3,995,745,499,512
127,598,352,847,471,659,437,673,960,390,199,604,808,462,519,619,592,356,364,89
474,647,835,405,112,912,949,210,148,268,679,952,567,836,341,174,998,785,177,570
544,929,256,244,684,733,691,989,378,941,577,117,524,158,181,528,643,437,656,632
133,83,734,82,210,392,444,854,863,226,610,22,822,709,604,279,375,834,492,472
252,953,95,196,886,441,874,813,134,651,737,202,372,628,555,275,142,520,695,816
173,249,858,379,550,149,548,276,158,456,105,96,946,732,673,361,868,482,248,718
429,419,790,599,983,829,100,766,122,255,391,935,82,566,43,451,522,916,806,693
73,251,684,785,609,862,303,299,834,656,979,965,120,828,896,91,13,889,193,558
224,992,99,962,727,132,986,444,274,13,491,414,888,735,714,195,734,563,715,141
488,910,121,483,888,253,119,654,416,137,714,743,508,181,989,270,192,714,898,810
596,12,813,35,142,72,938,707,182,800,583,236,267,651,842,527,460,983,103,280
848,925,528,452,360,517,564,636,28,375,679,490,57,251,179,954,91,5,55,677
253,676,341,261,966,247,507,428,86,328,202,277,855,925,837,573,445,419,464,755
970,875,113,829,421,664,43,774,420,791,582,872,689,290,149,170,10,317,426,21
8,928,313,444,991,837,379,295,273,79,185,732,563,86,955,572,301,131,977,803
497,97,963,878,673,671,206,765,164,142,877,67,486,451,122,643,563,466,672,50
953,757,815,479,77,465,953,980,325,458,412,730,164,581,5,402,444,245,331,553
475,885,750,827,848,214,822,948,273,985,248,787,408,143,621,485,703,472,132,350
872,784,71,56,983,599,530,410,198,353,709,709,829,766,77,817,3,406,442,381
474,526,433,407,854,129,95,158,187,71,338,937,570,452,672,971,430,589,413,915
493,699,977,245,786,941,87,734,277,766,373,557,274,708,442,818,350,321,826,280
548,373,756,34,271,369,922,860,328,458,387,282,525,752,993,475,622,784,671,8
496,806,276,482,844,339,490,923,707,275,597,175,766,591,417,697,822,405,640,745
27,556,978,4,691,534,723,991,871,317,702,958,435,863,943,805,231,704,280,88
554,949,734,341,616,274,313,812,648,499,700,847,496,936,452,556,425,845,345,514
137,999,422,186,65,165,732,871,281,781,692,674,831,338,716,434,287,141,377,316
193,419,971,598,805,475,960,597,489,945,861,730,489,244,502,99,577,978,533,454
105,967,758,8,448,275,108,950,790,902,324,486,561,9,24,32,596,269,155,889
198,384,748,906,8,207,279,883,444,244,677,59,664,593,603,109,409,422,638,280
915,634,706,438,378,516,359,486,885,860,792,971,727,944,989,758,392,650,19,485
530,613,828,7,228,539,388,967,366,281,726,789,37,272,429,255,421,239,429,603
472,913,48,297,255,510,188,766,914,144,52,917,975,656,87,55,359,925,626,767
659,879,881,407,111,688,521,422,952,927,891,93,121,157,619,638,978,889,338,694
879,534,736,44,185,130,390,371,117,536,662,722,578,973,492,118,335,469,137,518
233,102,563,546,772,24,282,376,46,693,432,356,496,580,685,152,778,71,210,405
395,833,866,397,987,665,28,331,923,429,605,591,60,694,380,369,508,614,346,902
709,815,120,585,936,694,276,201,998,746,861,532,318,184,969,820,379,854,51,558
164,634,954,304,104,986,921,826,631,746,873,269,393,800,806,778,577,20,350,393
699,828,536,552,606,412,103,166,805,926,328,178,85,335,256,213,721,881,294,148
499,488,111,360,991,305,139,647,965,589,798,19,637,129,24,881,390,495,597,64
406,73,637,60,834,421,901,658,536,676,684,843,627,592,279,625,954,848,257,269
935,647,354,124,528,7,339,74,777,402,142,167,579,866,15,774,567,677,121,239
381,227,386,655,657,252,676,849,234,14,541,104,979,230,360,848,91,934,275,159
868,975,807,209,98,233,579,986,903,774,414,215,956,640,979,317,881,877,697,583
435,441,72,726,771,269,121,13,230,453,33,192,162,172,307,216,804,485,255,768
721,769,153,461,943,883,793,449,131,9,637,519,431,877,453,39,497,893,342,668
588,56,818,230,36,270,635,245,359,745,269,58,191,285,78,906,210,695,858,418
162,769,357,278,87,545,318,265,219,165,393,849,259,735,536,597,219,761,676,660
538,893,619,780,756,974,449,727,24,142,427,810,592,342,525,215,539,389,649,471
194,74,776,766,915,797,107,576,424,607,608,368,471,266,760,838,667,394,415,610
972,345,872,972,577,452,479,701,151,940,364,792,425,741,481,323,228,802,893,442
642,468,149,229,886,449,254,606,414,138,978,320,644,267,644,18,817,253,608,612
265,431,783,272,666,576,263,454,894,862,701,545,592,188,911,488,957,455,654,550
259,636,146,289,204,752,576,540,793,139,29,369,192,257,403,321,523,35,622,359
15,681,44,377,334,90,909,725,856,769,516,153,902,401,522,263,506,460,500,64
968,156,403,199,946,567,465,551,673,450,827,659,116,324,584,681,674,645,976,390
990,33,283,753,96,737,140,687,218,718,691,133,70,602,5,302,905,515,643,329
500,466,706,500,136,0,111,442,619,313,686,523,193,742,688,102,813,659,931,623
606,304,266,619,95,713,895,905,969,353,72,262,997,896,746,895,674,436,842,831
625,75,444,800,220,382,746,395,233,540,247,210,305,785,536,926,508,671,407,706
220,22,162,252,71,819,493,895,860,860,185,688,171,689,20,113,934,394,12,377
222,892,343,913,405,720,198,66,547,76,644,919,0,904,324,602,957,759,53,994
271,484,744,464,778,195,143,335,414,378,878,98,701,933,706,644,967,88,479,999
967,167,955,354,299,982,930,996,362,553,53,586,105,779,9,367,736,819,550,363
130,89,818,375,890,820,618,219,256,587,783,936,524,132,99,354,61,659,936,857
941,89,798,955,650,690,510,8,942,790,257,925,711,237,965,224,346,560,208,27
286,753,608,623,303,941,501,522,102,103,552,161,346,106,812,607,354,967,696,491
195,23,350,723,848,263,481,17,551,327,444,925,26,400,621,951,916,719,232,111
852,833,411,758,510,828,35,171,230,128,192,128,794,49,464,697,15,612,646,270
298,907,238,215,884,276,850,329,978,801,151,644,151,945,931,313,380,317,131,347
200,118,743,296,587,88,71,446,772,507,122,305,765,960,777,797,478,235,152,659
233,875,643,718,472,235,374,447,536,995,917,558,229,531,630,585,664,161,326,169
548,394,554,875,928,881,618,955,851,904,430,917,82,670,30,877,473,151,105,459
463,886,997,208,826,707,936,935,217,390,70,806,555,894,237,474,209,391,153,243
378,445,838,761,731,969,33,807,189,659,759,102,897,630,354,659,188,214,297,46
99,434,103,444,969,919,574,190,240,627,745,967,238,927,845,444,728,844,14,926
623,868,561,890,103,803,175,87,91,695,168,609,697,638,446,823,942,855,41,374
217,117,745,586,729,452,5,411,855,944,638,227,498,712,567,838,800,599,429,277
513,529,464,675,542,479,905,219,987,968,936,583,772,980,64,545,349,417,519,665
978,708,463,158,245,226,770,926,473,783,147,290,986,48,838,350,106,895,46,300
104,197,723,165,432,918,180,793,820,4,927,586,358,993,30,310,621,590,15,806
481,875,41,56,86,359,339,584,99,682,961,924,879,190,138,800,101,277,9,992
858,222,867,176,163,632,764,115,257,89,769,499,610,40,750,104,909,882,943,401
994,437,169,982,494,422,357,176,829,905,221,990,713,429,696,710,137,831,968,408
183,794,577,373,696,669,956,496,184,688,390,939,528,314,577,111,474,559,412,478
98,264,201,407,788,738,768,686,111,12,904,596,184,415,62,823,783,622,760,864
592,931,755,587,833,881,557,530,392,665,962,331,32,800,617,617,291,711,802,820
444,92,96,490,496,858,203,114,717,967,192,792,59,580,593,229,406,715,829,778
531,435,608,670,344,587,460,108,763,362,392,481,229,949,248,769,154,905,450,991
341,965,130,398,753,552,963,578,285,589,513,713,471,106,937,801,138,486,539,581
327,772,126,820,771,441,593,59,323,601,940,366,95,581,807,268,829,217,197,913
113,604,831,101,1,282,751,571,937,739,283,474,987,654,473,551,904,798,275,780
494,50,411,276,640,976,38,782,809,224,515,357,629,987,805,470,49,138,868,477
379,228,374,965,168,607,406,641,477,161,25,261,566,5,523,766,988,521,957,777
203,428,343,644,967,88,996,332,811,696,831,835,773,111,280,390,267,54,760,140
881,731,543,502,870,655,765,290,317,404,855,492,59,437,159,540,383,88,299,624
825,903,615,196,348,743,639,318,714,828,413,432,715,173,683,715,794,120,822,857
310,996,432,315,498,353,307,262,9,600,993,863,147,577,256,914,627,975,97,943
892,391,487,680,836,909,688,92,134,372,143,583,538,455,804,535,166,668,290,508
353,920,740,343,831,58,649,72,126,563,548,493,112,138,144,533,486,286,140,597
76,76,524,70,232,839,119,801,417,122,290,548,845,725,587,465,150,892,282,497
800,116,262,822,860,81,940,22,363,912,420,445,130,45,571,219,835,839,260,440
946,975,0,98,520,754,70,532,362,471,247,394,249,37,158,597,633,36,933,938
211,774,570,66,559,803,259,602,827,842,851,671,381,405,712,808,32,706,963,977
739,120,46,150,511,114,298,163,269,72,853,602,326,156,63,198,681,276,820,884
171,912,698,723,809,44,873,453,693,48,807,720,847,716,192,348,672,1,473,271
912,754,54,455,129,865,512,439,699,893,284,727,497,792,439,509,884,641,729,634
60,726,446,887,745,991,238,763,814,705,410,904,183,62,550,896,742,146,15,616
180,639,50,692,301,270,268,628,845,218,826,617,405,749,230,674,909,173,118,588
717,894,388,569,443,936,205,125,429,832,456,373,585,136,103,133,96,6,295,571
358,813,290,978,774,523,109,690,146,763,43,501,753,45,424,481,885,765,543,420
432,469,264,985,436,34,74,689,901,211,555,194,49,476,754,685,257,887,358,723
721,229,251,321,867,257,898,713,557,783,10,646,997,899,992,161,752,332,427,425
989,225,841,240,507,397,318,759,22,297,446,516,152,716,591,295,921,442,758,912
426,865,277,968,671,998,65,174,842,194,434,193,349,416,36,358,114,147,790,583
110,94,132,873,636,699,790,508,783,677,152,734,123,92,434,693,599,72,113,86
509,14,134,865,957,399,669,85,655,382,351,94,872,496,664,810,363,173,10,232
901,963,409,695,759,166,738,967,973,330,702,359,574,207,781,359,817,753,739,294
688,502,607,465,982,475,861,114,798,739,48,855,446,253,418,544,510,742,744,200
296,749,147,386,853,857,844,606,480,803,837,927,107,971,832,934,304,848,131,371
468,258,224,207,163,911,536,813,164,665,539,908,169,325,428,960,566,62,925,268
929,647,595,79,123,662,910,29,468,264,756,744,490,737,191,268,222,612,179,946
445,705,250,174,374,576,216,279,993,651,984,449,160,686,380,480,576,132,902,353
594,289,885,566,912,732,625,670,567,364,284,487,428,583,777,275,987,276,510,284
930,661,864,632,210,822,327,282,600,879,270,893,95,369,893,506,789,393,384,605
526,463,988,436,18,46,723,53,98,486,577,685,11,485,7,798,628,620,75,375
295,565,680,962,680,580,543,227,903,328,649,993,210,741,988,768,955,343,805,416
512,203,44,642,375,448,869,500,246,451,163,896,88,290,732,205,507,429,679,734
783,532,477,6,722,348,369,523,606,544,905,956,861,303,154,539,301,259,58,472
902,672,468,694,792,660,246,563,855,211,710,482,433,912,216,836,65,379,585,680
763,463,179,145,231,766,184,351,415,289,605,240,403,705,707,943,425,432,896,547
843,384,853,980,441,214,445,778,771,703,160,942,665,912,435,28,883,634,688,954
478,280,835,970,220,716,645,397,788,801,153,927,64,711,653,849,833,812,719,948
388,850,278,641,916,683,121,960,683,389,89,621,58,172,902,76,385,129,797,888
100,85,398,103,20,518,622,412,892,292,575,107,850,701,635,363,127,285,370,366
106,197,319,342,228,829,646,553,11,614,410,175,825,5,319,822,536,995,154,643
621,74,697,441,321,106,544,569,801,810,755,163,781,70,404,737,452,712,989,406
298,686,308,520,555,275,637,275,23,321,91,239,772,334,487,308,371,317,38,35
735,617,240,613,739,492,338,637,77,192,173,564,722,599,262,407,796,126,902,500
720,192,467,191,289,917,132,681,834,56,539,80,569,863,867,665,398,624,657,72
179,275,373,709,917,576,936,112,228,576,643,8,611,471,118,840,431,878,802,885
164,998,636,225,555,962,669,732,183,71,285,879,206,105,375,120,325,186,869,129
78,137,52,888,811,149,274,254,69,585,874,416,968,607,476,840,448,850,669,611
141,45,39,131,698,650,238,740,592,748,464,156,60,921,229,112,382,722,407,225
731,629,370,70,618,17,767,511,202,424,797,195,319,548,339,187,948,28,828,238
701,847,98,799,923,854,335,427,651,75,610,594,594,476,409,263,346,57,896,231
930,937,910,381,735,542,833,912,834,828,195,531,547,265,339,607,597,334,293,826
471,58,338,429,732,979,131,401,745,337,9,986,200,266,882,612,215,188,469,997
99,451,522,903,275,532,254,949,712,645,881,24,240,756,446,22,67,46,792,141
135,359,444,358,237,785,235,694,199,55,422,653,873,309,608,774,933,458,188,725
231,165,308,629,39,147,928,420,813,438,568,368,71,728,517,45,735,952,918,203
403,863,921,987,745,60,873,489,2,612,398,151,148,898,735,59,719,402,986,682
444,633,531,2,660,888,817,853,202,237,205,553,74,467,554,948,818,19,191,817
317,201,366,923,561,584,255,104,958,762,189,276,9,382,996,883,587,887,5,582
696,809,906,683,548,130,577,473,241,410,974,282,776,856,724,277,544,286,802,874
838,213,918,522,327,360,943,663,67,450,810,727,372,514,200,671,73,186,141,344
108,444,119,397,408,539,890,204,224,404,677,884,639,729,81,612,466,416,322,419
246,392,219,138,170,230,660,196,811,141,5,729,517,224,455,107,745,534,636,725
951,305,842,849,20,132,810,997,700,38,63,273,121,688,714,560,356,30,49,472
964,744,594,362,279,770,624,201,571,200,527,476,34,423,439,762,663,405,788,219
84,762,695,714,471,295,36,764,147,909,461,671,700,617,329,335,307,228,550,91
680,907,729,176,891,553,82,921,632,346,884,50,440,807,954,837,86,490,237,640
100,201,768,517,334,349,740,258,211,720,633,661,145,429,597,724,130,539,32,93
654,216,48,474,163,461,369,979,650,402,511,983,274,854,549,792,163,190,441,155
670,64,55,238,275,510,757,476,224,953,461,216,477,406,78,225,735,990,189,60
847,692,212,39,801,368,916,679,745,588,213,762,921,912,975,679,256,336,394,269
872,141,847,111,795,436,345,958,958,612,3,413,755,266,705,942,661,511,349,418
277,485,120,678,552,617,665,406,350,479,765,48,830,347,425,936,47,573,692,523
497,798,966,539,478,34,966,901,79,589,896,559,677,352,525,550,9,434,354,287
489,943,812,639,13,153,265,924,350,588,275,852,390,51,326,813,656,676,390,985
136,711,563,224,890,900,958,9,33,20,62,243,316,896,772,701,784,537,495,744
862,110,611,630,946,440,823,333,392,458,751,135,277,668,245,11,844,561,377,477
802,199,322,14,415,913,83,854,902,486,253,729,714,244,30,719,74,791,207,961
490,921,542,444,931,654,513,8,983,300,817,336,110,125,509,756,67,58,861,874
889,348,864,304,86,742,741,489,421,125,431,22,591,16,599,721,254,89,322,712
931,434,127,624,369,615,612,382,909,422,836,530,567,973,573,26,585,84,783,71
434,669,871,175,935,797,705,122,9,125,424,497,14,549,57,191,842,66,264,944
307,96,430,462,412,968,337,310,767,530,214,160,473,906,902,152,538,108,944,937
622,934,70,556,612,750,794,594,112,590,894,205,753,891,863,723,568,352,434,956
207,95,919,740,141,696,629,631,593,207,652,142,581,939,429,189,731,561,910,824
443,672,909,719,495,316,393,147,249,151,331,773,859,455,120,142,48,348,743,424
668,492,216,681,714,911,675,233,976,121,89,999,645,474,659,875,830,146,756,484
86,75,649,285,232,876,206,273,571,241,3,909,445,608,685,848,437,238,127,819
266,903,447,705,277,302,345,864,882,639,26,930,22,845,40,592,79,139,589,997
133,82,971,469,983,307,800,911,751,553,806,87,288,849,783,751,10,69,139,938
24,219,967,710,786,430,730,366,962,676,793,748,727,413,426,810,158,334,57,947
554,280,407,113,85,55,804,459,590,229,524,768,516,817,418,497,27,906,743,949
766,215,607,208,244,521,93,583,568,560,248,969,684,934,157,347,114,949,67,811
373,128,609,674,625,453,514,80,64,423,246,801,161,156,188,78,891,224,38,144
37,679,73,934,249,667,438,5,761,119,281,868,306,489,525,702,484,95,973,335
855,894,254,881,862,892,806,83,678,343,14,56,52,511,30,952,91,280,741,955
816,896,55,799,531,74,144,811,93,823,785,950,466,518,212,21,935,20,976,387
797,21,119,474,25,940,103,358,254,682,505,790,929,23,28,236,670,344,852,380
566,418,371,523,671,732,725,250,181,787,475,548,898,767,517,700,460,333,336,892
902,861,409,897,829,896,824,669,828,396,468,780,3,0,341,343,518,928,805,753
290,424,233,4,62,823,295,431,346,920,422,442,269,701,842,294,571,183,484,209
694,856,43,341,303,530,930,837,568,151,745,207,384,412,899,700,133,644,157,627
191,267,543,263,319,449,215,129,978,507,627,669,828,272,440,481,291,940,151,401
395,965,834,745,341,465,755,177,680,836,128,586,445,128,620,751,442,110,445,326
623,259,260,840,906,948,856,455,286,675,707,94,441,520,723,766,515,526,688,68
90,72,312,586,302,172,444,242,467,190,173,453,614,311,529,790,780,178,272,40
864,614,289,22,317,737,470,261,637,529,170,810,455,840,622,374,192,965,759,399
5,661,120,377,212,889,739,784,797,14,640,417,69,361,955,380,736,75,653,227
575,188,46,258,129,148,967,182,288,405,363,353,45,408,44,257,823,602,807,206
168,926,966,172,809,637,419,836,263,226,961,917,507,716,387,845,293,889,32,897
624,524,412,860,492,662,979,899,452,887,5,589,751,29,457,399,515,286,280,903
317,471,532,25,42,269,391,900,864,221,848,650,195,936,483,779,831,329,217,444
769,133,484,190,536,730,143,517,693,845,522,374,343,792,950,329,25,251,520,239
891,989,399,367,806,193,188,161,701,786,291,358,414,513,361,307,590,880,929,569
538,379,459,34,598,372,826,857,983,648,191,356,646,305,647,154,730,319,363,145
426,160,971,116,782,772,19,654,988,721,367,497,704,560,587,259,143,982,999,742
182,30,487,567,903,955,945,463,867,55,258,714,110,573,351,489,658,993,482,418
56,481,746,129,133,198,885,407,700,827,731,608,795,280,143,104,988,476,808,486
206,97,846,203,842,102,39,806,495,631,701,330,752,313,596,601,620,876,24,448
499,565,315,181,267,624,562,945,969,545,646,33,828,856,291,329,362,115,686,738
737,884,376,9,66,408,807,392,482,39,38,864,341,701,2,284,738,843,711,879
355,754,762,542,518,159,297,570,694,810,504,96,391,564,725,122,673,124,521,570
212,954,771,146,914,977,67,276,552,643,644,954,672,799,254,881,974,772,274,921
587,8,535,401,651,552,633,212,396,180,881,308,657,970,143,397,68,268,856,231
509,843,529,93,948,991,168,225,601,667,202,515,498,811,774,82,2,893,119,865
992,381,200,663,105,594,960,56,622,745,478,139,467,548,946,301,994,612,288,454
782,254,194,443,985,383,165,408,106,407,739,368,85,895,193,189,179,833,529,726
461,841,755,524,576,777,547,436,92,227,739,708,19,683,706,32,917,941,69,219
775,773,376,270,847,922,842,250,844,311,601,975,651,980,997,642,201,583,44,386
775,587,261,519,994,382,159,258,958,666,398,580,403,287,751,855,444,246,308,323
200,746,804,415,906,613,560,631,732,307,920,325,432,678,945,441,322,669,780,143
119,252,255,737,133,985,393,367,509,135,837,59,591,46,586,820,780,512,417,373
868,752,711,471,460,466,787,990,157,610,319,486,702,504,755,937,876,467,594,761
